"lon","lat","Number","Water.Depth","Latitude","Longitude","Region","Abundance","Species","Genus","Total","ER","a488","bb488","Zeu","PAR","Tvis","a488_buffer","bb488_buffer","Zeu_buffer","PAR_buffer","Tvis_buffer","Tvis_PAR"
-679198.016726605,3323516.68569658,718,32,59.492,-168.45,"Chukchi",0,0,0,56,"0",0.0866000609676121,0.00723000395009876,27.5200029611588,21.0039978865534,0.00916147062903339,0.0866000609676121,0.00723000395009876,27.5200029611588,21.0039978865534,0.00916147062903339,0.192427509729938
1249034.91183392,1069418.47054953,790,33,74.95,130.57,"Laptev",0,0,0,97,"0",0.0920000608311966,0.00359500404192659,23.670003047213,22.0979979385156,0.0108807353091037,0.0920000608311966,0.00359500404192659,23.670003047213,22.0979979385156,0.0108807353091037,0.240442466430109
-616747.619389516,3172891.44217046,463,38,60.87,-169,"Chukchi",0,0,0,68,"0",0.0820000610838179,0.00823000392483664,28.2750029442832,21.0159978871234,0.00423440974836156,0.0820000610838179,0.00823000392483664,28.2750029442832,21.0159978871234,0.00423440974836156,0.0889903463247812
-505091.140882331,2944743.25543005,1155,42,62.993,-170.2671667,"Chukchi",0,0,0,83,"0",0.0867000609650859,0.00644500396992953,29.4350029183552,21.1259978923481,0.00281930800877868,0.0867000609650859,0.00644500396992953,29.4350029183552,21.1259978923481,0.00281930800877868,0.0595606950513385
-646428.963112581,3356858.01006669,728,43,59.266,-169.1,"Chukchi",0,0,0,53,"0",0.0820000610838179,0.00722500395022507,28.8750029308721,19.7299978260417,0.0026218154273532,0.0820000610838179,0.00722500395022507,28.8750029308721,19.7299978260417,0.0026218154273532,0.051728412681961
-436916.296213002,2981835.155582,746,43,62.767,-171.664,"Chukchi",0,0,0,138,"0",0.0649000615158002,0.0042450040255062,42.9400026164949,21.3359979023226,0.00886620911703488,0.0649000615158002,0.0042450040255062,42.9400026164949,21.3359979023226,0.00886620911703488,0.189169419122609
-449851.609269727,3036487.03747166,854,43,62.28,-171.573,"Chukchi",0,0,0,396,"0",0.0600000616395846,0.0046250040159066,42.4200026281178,20.8999978816137,0.0103745071847867,0.0600000616395846,0.0046250040159066,42.4200026281178,20.8999978816137,0.0103745071847867,0.216827178184827
-526061.021933949,1865641.44297362,1180,43.6,72.29623333,-164.2529667,"Chukchi",0,0,0,73,"0",0.0507000618745224,0.0046250040159066,40.1800026781857,15.7979976392817,0.0153773951692232,0.0507000618745224,0.0046250040159066,40.1800026781857,15.7979976392817,0.0153773951692232,0.24293205258169
-498712.541737977,2958141.22733944,1154,45,62.88716667,-170.4305,"Chukchi",0,0,0,97,"0",0.0768000612151809,0.00521500400100194,34.5250028045848,21.2499978982378,0.00362475292732837,0.0768000612151809,0.00521500400100194,34.5250028045848,21.2499978982378,0.00362475292732837,0.0770259920873592
-492052.098059997,1897143.53776631,1177,45.3,72.10268333,-165.4598833,"Chukchi",0,0,0,73,"0",0.0524000618315767,0.0045750040171697,41.3950026510283,17.5679977233522,0.0123251885655217,0.0524000618315767,0.0045750040171697,41.3950026510283,17.5679977233522,0.0123251885655217,0.216528884658971
1662542.23453365,-214746.390985576,859,46,74.66,82.64,"Kara",0,0,0,62,"0",0.225400057461229,0.00612500397801341,16.0300032179803,22.2979979480151,1.9665985728404e-05,0.225400057461229,0.00612500397801341,16.0300032179803,22.2979979480151,1.9665985728404e-05,0.000438512109417647
-485083.983309345,2983121.58544305,1152,46,62.69183333,-170.764,"Chukchi",0,0,0,71,"0",0.0665000614753808,0.00459500401666446,41.1150026572868,21.4959979099222,0.00577347063512304,0.0665000614753808,0.00459500401666446,41.1150026572868,21.4959979099222,0.00577347063512304,0.124106512705602
